practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,accepts_out_of_area_registrations,gtd_managed,gtd_site_name,gtd_site_url,gtd_takeover_date,gtd_takeover_date_precision,gtd_takeover_note,gtd_takeover_source_label,gtd_takeover_source_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,affiliated_group_name,affiliated_group_source,affiliated_group_confidence,affiliated_group_domain,affiliated_group_group_size,registered_patient_count,registered_patient_count_source,registered_patient_count_candidate,registered_patient_count_candidate_code,registered_patient_count_candidate_source,registered_patient_count_candidate_confidence,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,google_review_scan_status,google_review_has_listing,cqc_overall_rating,cqc_location_url,cqc_service_website,cqc_publication_date,cqc_inherited_rating,cqc_provider_name,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Denton Medical Practice,P89018,M34 3JE,"100 Ashton Road, Denton, Manchester, Lancashire",53.4599,-2.11551,01613208788,http://www.dentonmedical.co.uk,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",7,0.814,,,,,,,,,,,8574,nhs_monthly_direct,,,,,3.3,157,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Denton+Medical+Practice/@72.3768522,16.6016437,3z/data=!4m8!3m7!1s0x487bb6828a9f6a3d:0xe49b6b7b659a7076!8m2!3d53.4595944!4d-2.115336!9m1!1b1!16s%2Fg%2F1tmxw44y?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Denton Medical Practice,1.0,157,google-review-texts/P89018-denton-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-553779820,https://www.dentonmedical.co.uk,02/07/2018,N,Denton Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/denton-medical-practice/P89018
Millgate Healthcare Partnership,P89015002,M34 3RA,"119 Manchester Road, Denton, Manchester, Greater Manchester",53.4561,-2.12048,01613362114,https://www.millgatehealthcare.nhs.uk/,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",7,1.111,,,,,,,,,,,,,21011,P89015,nhs_monthly_parent_ods_fallback,medium,4.2,1256,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Millgate+Healthcare+Partnership/@54.7860389,-1.301511,7.96z/data=!4m12!1m2!2m1!1sMillgate+Healthcare+Partnership+M34+3RA!3m8!1s0x487bb4287e8b2a1b:0xabdbd1d565fa5f9e!8m2!3d53.4555858!4d-2.1185185!9m1!1b1!15sCidNaWxsZ2F0ZSBIZWFsdGhjYXJlIFBhcnRuZXJzaGlwIE0zNCAzUkFaKSInbWlsbGdhdGUgaGVhbHRoY2FyZSBwYXJ0bmVyc2hpcCBtMzQgM3JhkgEVcHVibGljX21lZGljYWxfY2VudGVy4AEA!16s%2Fg%2F1tlmmwht?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Millgate Healthcare Partnership,1.0,1256,google-review-texts/P89015002-millgate-healthcare-partnership.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/millgate-healthcare-partnership/P89015002
Haughton Vale Surgery,P89014002,M34 7PL,"Haughton Vale Surgery, Tatton Road Haughton Green, Denton, Manchester, Greater Manchester",53.4435,-2.10077,01613363005,http://www.htmc.co.uk/pages/pv.asp?p=htmc26,True,,False,,,,,,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,2.008,Haughton Thornley Medical Centres,nhs_website_domain_shared,medium,htmc.co.uk,2,,,,,,,,12716,P89014,nhs_monthly_parent_ods_fallback,medium,2.5,35,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Haughton+Vale+Surgery/@53.4435156,-2.1033968,17z/data=!4m8!3m7!1s0x487bb5cc68b6e64d:0x9ca5a3c3469fc331!8m2!3d53.4435156!4d-2.1008165!9m1!1b1!16s%2Fg%2F1w2yy_s4?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Haughton Vale Surgery,1.0,35,google-review-texts/P89014002-haughton-vale-surgery.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/haughton-vale-surgery/P89014002
Medlock Medical Practice,P85610,M35 0AD,"Keppel Building, Failsworth Health Centre, Ashton Road West, Manchester, Lancashire",53.5098,-2.15673,01613571610,http://medlockmedicalpractice.co.uk/,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Lindley Medical Practice, Simpson Medical Practice",7,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Lindley Medical Practice, Simpson Medical Practice",7,1.522,,,,,,,,,,,7668,nhs_monthly_direct,,,,,3.3,58,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Medlock+Medical+Practice/@53.5099396,-2.1591034,17z/data=!4m8!3m7!1s0x487bb72c5ae28be7:0x36e45e1bc762e61c!8m2!3d53.5099396!4d-2.1565231!9m1!1b1!16s%2Fg%2F1yh9ttjrj?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Medlock Medical Practice,1.0,58,google-review-texts/P85610-medlock-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-538863375,https://medlockmedicalpractice.co.uk,02/12/2025,N,Medlock Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/medlock-medical-practice/P85610
Quayside Medical Practice,P85026,M35 0AD,"Ashton Road West, Manchester",53.5098,-2.15673,01613571600,http://www.quaysidemedicalpractice.co.uk/,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Lindley Medical Practice, Simpson Medical Practice",7,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Lindley Medical Practice, Simpson Medical Practice",7,1.522,,,,,,,,,,,15868,nhs_monthly_direct,,,,,2.4,120,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Quayside+Medical+Practice/@53.5099549,-2.15962,17z/data=!4m8!3m7!1s0x487bb72c5ae28be7:0x90cdade812e0d7e6!8m2!3d53.5099549!4d-2.1570397!9m1!1b1!16s%2Fg%2F1yh9t_dbj?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Quayside Medical Practice,1.0,120,google-review-texts/P85026-quayside-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-549665958,https://www.quaysidemedicalpractice.co.uk,15/12/2023,N,Quayside Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/quayside-medical-practice/P85026
Cleggs Lane Medical Practice/129,P87613,M38 9RS,"129-131 Cleggs Lane, Little Hulton, Manchester, Lancashire",53.5349,-2.41932,01617994001,http://cleggslanepractice.nhs.uk,True,,False,,,,,,,,,0,"Little Hulton supplemental search, Swinton supplemental search",2,,,,,,,,,,,,5097,nhs_monthly_direct,,,,,4.5,91,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cleggs+Lane+Medical+Practice/@53.5351886,-2.4213132,17z/data=!4m8!3m7!1s0x487ba883eadd2231:0xa276827f15cbee8f!8m2!3d53.5351886!4d-2.4187329!9m1!1b1!16s%2Fg%2F1tk_ntzt?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Cleggs Lane Medical Practice,1.0,91,google-review-texts/P87613-cleggs-lane-medical-practice-129.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-11890458981,https://www.cleggslanepractice.nhs.uk,22/02/2024,N,Cleggs Lane Medical Practice Limited,,,,https://www.nhs.uk/services/gp-surgery/cleggs-lane-medical-practice-129/P87613
Ancoats Urban Village Medical Practice,P84673,M4 6EE,"Old Mill Street, Manchester, Lancashire",53.4813,-2.22406,01612725656,http://www.uvmp.co.uk/,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre, Simpson Medical Practice",3,"City Health Centre, New Bank Health Centre, Simpson Medical Practice",3,0.781,,,,,,Northern Health GPPO Limited,cqc_location_manual_lookup,medium,,4,14006,nhs_monthly_direct,,,,,4.4,331,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Urban+Village+Medical+Practice/@53.4820596,-2.2250468,18z/data=!3m1!5s0x487bb1a39766d965:0x19a583c9df708fc8!4m12!1m2!2m1!1sAncoats+Urban+Village+Medical+Practice+M4+6EE!3m8!1s0x487bb1a3ed16abdf:0x237bf737a57579b7!8m2!3d53.4820596!4d-2.222665!9m1!1b1!15sCi1BbmNvYXRzIFVyYmFuIFZpbGxhZ2UgTWVkaWNhbCBQcmFjdGljZSBNNCA2RUWSARRnZW5lcmFsX3ByYWN0aXRpb25lcuABAA!16s%2Fg%2F124sr5yys?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Urban Village Medical Practice,0.667,331,google-review-texts/P84673-ancoats-urban-village-medical-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-545479391,https://www.uvmp.co.uk,06/10/2025,N,Urban Village Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/ancoats-urban-village-medical-practice/P84673
New Islington Medical Centre,P84064,M4 6EE,"Ancoats Primary Care Centre, Old Mill Street, Ancoats, Manchester, Greater Manchester",53.4828,-2.21961,01612725660,http://www.nismp.co.uk/,True,,False,,,,,,,,"Charlestown Medical Practice, City Health Centre, New Bank Health Centre, Simpson Medical Practice",4,"Charlestown Medical Practice, City Health Centre, New Bank Health Centre, Simpson Medical Practice",4,0.958,,,,,,Northern Health GPPO Limited,cqc_location_manual_lookup,medium,,4,12969,nhs_monthly_direct,,,,,4.5,356,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/New+Islington+Medical+Practice/@53.4819776,-2.2241026,18z/data=!3m1!5s0x487bb1a39766d965:0xa21164f06c7cbb5f!4m8!3m7!1s0x487bb1a3120de417:0xe07bd3be45543dd0!8m2!3d53.4819776!4d-2.2228125!9m1!1b1!16s%2Fg%2F12633vbqs?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",New Islington Medical Practice,1.0,356,google-review-texts/P84064-new-islington-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-2641809677,https://www.nismp.co.uk,06/03/2018,N,Dr Wameedh Abdul Razak Ali,,,,https://www.nhs.uk/services/gp-surgery/new-islington-medical-centre/P84064
All Saints Medical Centre,P84047,M40 2JF,"Newton Heath Health Centre, 2 Old Church Street, Manchester",53.501,-2.18118,01612412723,https://www.gtdhealthcare.co.uk/droylsdenroadfamilypractice,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Simpson Medical Practice",4,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Simpson Medical Practice",4,1.134,GTD Healthcare,nhs_website_domain_known_group,high,gtdhealthcare.co.uk,14,,,,,,5890,nhs_monthly_direct,,,,,4.4,18,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/All+Saints+Medical+Centre/@53.5022679,-2.1865449,17z/data=!4m8!3m7!1s0x487bb1c55a9e1865:0x7258a0dbacd1647d!8m2!3d53.5022647!4d-2.1839646!9m1!1b1!16s%2Fg%2F11yfcf4xvt?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",All Saints Medical Centre,1.0,18,google-review-texts/P84047-all-saints-medical-centre.txt,ok_with_visible_reviews,true,Requires improvement,https://www.cqc.org.uk/location/1-25619341952,,03/08/2022,Y,Hope Citadel Healthcare Community Interest Company,,,,https://www.nhs.uk/services/gp-surgery/all-saints-medical-centre/P84047
Droylsden Road Surgery Branch,P84047001,M40 2JF,"Newton Heath Health Centre, 2 Old Church Street, Manchester",53.501,-2.18118,,,False,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, Simpson Medical Practice",5,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, Simpson Medical Practice",5,1.134,,,,,,,,,,,,,5852,P84047,nhs_monthly_parent_ods_fallback,medium,1.7,79,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Droylsden+Road+Family+Practice/@53.5022033,-2.187046,17z/data=!4m8!3m7!1s0x487bb127ef1818dd:0x1438dfe0e5f8a6ef!8m2!3d53.5022001!4d-2.1844657!9m1!1b1!16s%2Fg%2F11b7d_sfhj?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Droylsden Road Family Practice,0.667,79,google-review-texts/P84047001-droylsden-road-surgery-branch.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/droylsden-road-surgery-branch/P84047001
Newton Heath Medical Centre,P84070,M40 2JF,"Newton Heath Health Centre, 2 Old Church Street, Newton Heath, Manchester, Lancashire",53.5028,-2.18409,01616811353,http://www.generalpracticenewtonheathhealthcentre.nhs.uk/,True,,False,,,,,,,,"Charlestown Medical Practice, Droylsden Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Droylsden Medical Practice, Simpson Medical Practice",3,0.963,,,,,,,,,,,8536,nhs_monthly_direct,,,,,2.8,104,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Newton+Heath+Health+Centre/@53.5027955,-2.2010555,13.79z/data=!4m8!3m7!1s0x487bb0df4dc5392f:0xeab8241f2c2567d2!8m2!3d53.5023272!4d-2.1843091!9m1!1b1!16s%2Fg%2F1thd66rn?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Newton Heath Health Centre,1.0,104,google-review-texts/P84070-newton-heath-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-8612826627,https://www.generalpracticenewtonheathhealthcentre.nhs.uk,24/11/2021,N,Dr Shahid Ahmed,,,,https://www.nhs.uk/services/gp-surgery/newton-heath-medical-centre/P84070
Hazeldene Medical Centre,P84067,M40 3HD,"97 Moston Lane East, New Moston, Manchester, Greater Manchester",53.5162,-2.16136,01612418039,,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Lindley Medical Practice, Simpson Medical Practice",5,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Lindley Medical Practice, Simpson Medical Practice",5,1.138,,,,,,,,,,,8946,nhs_monthly_direct,,,,,3.8,84,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Hazeldene+Medical+Centre/@53.5162939,-2.1638936,17z/data=!4m8!3m7!1s0x487bb73343722717:0xe13e8127878e48b0!8m2!3d53.5162907!4d-2.1613133!9m1!1b1!16s%2Fg%2F1xg5s6rm?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Hazeldene Medical Centre,1.0,84,google-review-texts/P84067-hazeldene-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-545258069,https://www.hazeldenemanchester.nhs.uk,27/02/2017,N,Hazeldene Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/hazeldene-medical-centre/P84067
St George's Medical Centre,P84025,M40 5HP,"St. Georges Drive, Moston, Manchester, Greater Manchester",53.5097,-2.18902,01618703449,http://www.stgeorgesmedicalcentremoston.nhs.uk,True,,False,,,,,,,,"Charlestown Medical Practice, Droylsden Medical Practice, Lindley Medical Practice, Simpson Medical Practice",4,"Charlestown Medical Practice, Droylsden Medical Practice, Lindley Medical Practice, Simpson Medical Practice",4,0.474,,,,,,,,,,,7569,nhs_monthly_direct,,,,,2.7,85,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/St+George's+Medical+Centre/@53.5096151,-2.1926479,17z/data=!4m8!3m7!1s0x487bb0e7f3eda3e7:0x3bead73537412d85!8m2!3d53.5096119!4d-2.1900676!9m1!1b1!16s%2Fg%2F1tfgjc7w?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",St George's Medical Centre,1.0,85,google-review-texts/P84025-st-georges-medical-centre.txt,ok_with_visible_reviews,true,Requires improvement,https://www.cqc.org.uk/location/1-22099376305,,26/09/2025,N,"Dr G Kozlowski, Dr M Northfield",,,,https://www.nhs.uk/services/gp-surgery/st-george-s-medical-centre/P84025
Rochdale Road Surgey,P84046001,M40 7GT,"58 Rochdale Road, Manchester, Lancashire",53.4926,-2.22517,01612776939,https://www.cheethamhillmedicalcentre.co.uk,True,,False,,,,,,,,"Charlestown Medical Practice, City Health Centre, New Bank Health Centre, Simpson Medical Practice",4,"Charlestown Medical Practice, City Health Centre, New Bank Health Centre, Prestwich supplemental search, Simpson Medical Practice",5,1.0,Cheetham Hill Medical Centre,nhs_website_domain_shared,medium,cheethamhillmedicalcentre.co.uk,2,,,,,,,,20765,P84046,nhs_monthly_parent_ods_fallback,medium,4.2,5,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Rochdale+Road+Medical+Centre/@53.5245303,-2.2518509,13z/data=!4m12!1m2!2m1!1sRochdale+Road+Surgey+M40+7GT!3m8!1s0x487bba6da52c91a9:0x1b8c39aa0d752339!8m2!3d53.5563726!4d-2.1959022!9m1!1b1!15sCh1Sb2NoZGFsZSBSb2FkIFN1cmdlcnkgTTQwIDdHVJIBFXB1YmxpY19tZWRpY2FsX2NlbnRlcuABAA!16s%2Fg%2F1tfqfbp9?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Rochdale Road Medical Centre,0.667,5,google-review-texts/P84046001-rochdale-road-surgey.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/rochdale-road-surgey/P84046001
MP Victoria Mill,Y01695,M40 7LH,"Victoria Mill Health Centre, Victoria Mill, 10 Lower Vickers Street, Manchester, Lancashire",53.4896,-2.21428,01612131970,http://www.victoriamillmedicalpractice.co.uk,True,,False,,,,,,,,"Charlestown Medical Practice, City Health Centre, Droylsden Medical Practice, New Bank Health Centre, Simpson Medical Practice",5,"Charlestown Medical Practice, City Health Centre, Droylsden Medical Practice, New Bank Health Centre, Simpson Medical Practice",5,1.27,,,,,,Northern Health GPPO Limited,cqc_location_manual_lookup,medium,,4,4119,nhs_monthly_direct,,,,,2.8,53,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Victoria+Mill+Health+Centre/@53.4900313,-2.2163087,17z/data=!4m12!1m2!2m1!1sMP+Victoria+Mill+M40+7LH!3m8!1s0x487bb1a8127e25d7:0xde67a4dff50261e3!8m2!3d53.4902763!4d-2.2130196!9m1!1b1!15sChhNUCBWaWN0b3JpYSBNaWxsIE00MCA3TEhaGiIYbXAgdmljdG9yaWEgbWlsbCBtNDAgN2xokgEGZG9jdG9ymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1d1dXUlRNV1pqU0VvMVZETndWMkpZY0d0YVJtd3hUV3M1VVdGSVl4QULgAQD6AQUIlAYQHw!16s%2Fg%2F11g2wrct8s?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Victoria Mill Health Centre,0.667,53,google-review-texts/Y01695-mp-victoria-mill.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-4377468268,https://www.victoriamillmedicalpractice.co.uk,08/03/2019,N,Northern Health GPPO Limited,,,,https://www.nhs.uk/services/gp-surgery/mp-victoria-mill/Y01695
Whitley Road Medical Centre,P84054,M40 7QH,"1 Whitley Road, Collyhurst, Manchester, Lancashire",53.4949,-2.22269,01612054407,http://www.whitleyroadmedicalcentre.co.uk/,True,,False,,,,,,,,"Charlestown Medical Practice, City Health Centre, New Bank Health Centre, Simpson Medical Practice",4,"Charlestown Medical Practice, City Health Centre, New Bank Health Centre, Simpson Medical Practice",4,1.184,,,,,,,,,,,6321,nhs_monthly_direct,,,,,3.8,90,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Whitley+Road+Medical+Centre/@53.4949273,-2.2253554,17z/data=!4m8!3m7!1s0x487bb1ac2dfdb36f:0x362b955ff1fe725c!8m2!3d53.4949241!4d-2.2227751!9m1!1b1!16s%2Fg%2F1td6g0k0?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Whitley Road Medical Centre,1.0,90,google-review-texts/P84054-whitley-road-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-548958118,,28/07/2025,N,Whitley Road Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/whitley-road-medical-centre/P84054
Flixton Road Medical Centre,P91029,M41 5BG,"132 Flixton Road, Urmston, Manchester, Greater Manchester",53.4483,-2.36265,01617482021,https://www.flixtonroadmedicalcentre.nhs.uk/,True,,False,,,,,,,,,0,"Partington supplemental search, Sale supplemental search, Stretford supplemental search",3,,,,,,,,,,,,11842,nhs_monthly_direct,,,,,2.8,90,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Flixton+Road+Medical+Centre/@53.4482703,-2.3648358,17z/data=!4m8!3m7!1s0x487bac06cce97425:0xb0b2b2c665b5b62!8m2!3d53.4482671!4d-2.3622555!9m1!1b1!16s%2Fg%2F11h0yf7k3?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Flixton Road Medical Centre,1.0,90,google-review-texts/P91029-flixton-road-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-570960496,,04/04/2024,N,Flixton Road Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/flixton-road-medical-centre/P91029
Primrose Surgery,P91012,M41 7AB,"59 Old Crofts Bank, Urmston, Manchester, Greater Manchester",53.4568,-2.35804,01617472424,http://primrosesurgery.co.uk/,True,,False,,,,,,,,,0,"Partington supplemental search, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search",4,,,,,,,,,,,,7577,nhs_monthly_direct,,,,,3.4,41,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Primrose+Surgery/@53.4566057,-2.3607045,17z/data=!4m12!1m2!2m1!1sPrimrose+Surgery+M41+7AB!3m8!1s0x487baea9039639eb:0x7d05ae092974a981!8m2!3d53.4568079!4d-2.3580621!9m1!1b1!15sChhQcmltcm9zZSBTdXJnZXJ5IE00MSA3QUKSAQZkb2N0b3LgAQA!16s%2Fg%2F1xg5s6mc?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Primrose Surgery,1.0,41,google-review-texts/P91012-primrose-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-2505119113,https://www.primroseavenue.co.uk,23/01/2018,N,Primrose Surgery,,,,https://www.nhs.uk/services/gp-surgery/primrose-surgery/P91012
Davyhulme Medical Centre,P91009,M41 7WJ,"130 Broadway, Davyhulme,Urmston, Urmston, Manchester, Greater Manchester",53.4595,-2.36677,01617485559,http://www.davyhulmemedicalcentre.co.uk/,True,,False,,,,,,,,,0,"Partington supplemental search, Sale supplemental search, Stretford supplemental search",3,,,,,,,,,,,,10782,nhs_monthly_direct,,,,,2.9,94,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Davyhulme+Medical+Centre/@53.4593655,-2.3703268,17z/data=!4m8!3m7!1s0x487baeaca24d580b:0x7319a10782ff19fc!8m2!3d53.4593623!4d-2.3677465!9m1!1b1!16s%2Fg%2F1td2m0q4?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Davyhulme Medical Centre,1.0,51,google-review-texts/P91009-davyhulme-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-568396761,https://www.davyhulmemedicalcentre.co.uk,16/01/2018,N,Davyhulme Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/davyhulme-medical-centre/P91009
Urmston Group Practice,P91006,M41 8AA,"6 Woodsend Crescent Road, Urmston, Manchester, Greater Manchester",53.4525,-2.39405,01617559870,http://www.urmstongrouppractice.co.uk,True,,False,,,,,,,,,0,"Partington supplemental search, Sale supplemental search",2,,,,,,,,,,,,13234,nhs_monthly_direct,,,,,2.8,77,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Urmston+Group+Practice/@53.4524966,-2.396323,17z/data=!3m1!5s0x487babe007c1359f:0x86df8120b9d69f63!4m8!3m7!1s0x487bac065ed5f23d:0x5e3a9fc28cc190b2!8m2!3d53.4524934!4d-2.3937427!9m1!1b1!16s%2Fg%2F11bxb9scy3?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Urmston Group Practice,1.0,77,google-review-texts/P91006-urmston-group-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-2412233177,https://www.urmstongrouppractice.co.uk,27/06/2017,N,Urmston Group Practice,,,,https://www.nhs.uk/services/gp-surgery/urmston-group-practice/P91006
Market Street Medical Practice,P89029,M43 6DE,"76 Market Street, Droylsden, Manchester, Lancashire",53.4788,-2.14535,01613716188,http://tinyurl.com/marketstweb,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice",4,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice",4,0.581,,,,,,,,,,,7843,nhs_monthly_direct,,,,,4.4,339,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Market+Street+Medical+Practice/@56.9168357,-3.5863928,6z/data=!4m8!3m7!1s0x487bb6b81adfa5a9:0xf9fdf5efe5ef1dd0!8m2!3d53.4787211!4d-2.1453063!9m1!1b1!16s%2Fg%2F11dxhzndgt?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Market Street Medical Practice,1.0,339,google-review-texts/P89029-market-street-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-559031378,,11/01/2022,N,Market Street Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/market-street-medical-practice/P89029
