practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,google_maps_query
LANGHOLM MEDICAL PARTNERSHIP,S18447,DG13 0JY,"HEALTH CENTRE, LANGHOLM",01387 383100,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18447,2022-08-24,2811,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LANGHOLM MEDICAL PARTNERSHIP DG13 0JY
CANONBIE SURGERY,S18432,DG14 0UX,"BOWHOLM, CANONBIE",01387 371313,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18432,2023-01-16,2150,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CANONBIE SURGERY DG14 0UX
GRETNA SURGERY,S18428,DG16 5NA,"CENTRAL AVENUE, GRETNA",01461 338317,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18428,2022-08-18,4891,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,GRETNA SURGERY DG16 5NA
CAIRN VALLEY MEDICAL PRACTICE,S18343,DG2 0UJ,"DUNSCORE HEALTH CENTRE, DUNSCORE, DUMFRIES",01387 820266,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18343,2022-08-18,3792,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CAIRN VALLEY MEDICAL PRACTICE DG2 0UJ
SHEBBURN MEDICAL PRACTICE,S18254,DG2 8BY,"SHEBBURN SURGERY, MAIN STREET, DUMFRIES",01387 850263,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18254,2023-01-16,2847,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SHEBBURN MEDICAL PRACTICE DG2 8BY
OOHDFS,S19134,DG2 8RX,"DUMFRIES & GALLOWAY ROYAL INFIRMARY, CARGENBRIDGE, DUMFRIES",01387 244284,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S19134,2023-05-16,,,,,OOHDFS DG2 8RX
CHARLOTTE MEDICAL PRACTICE,S18305,DG2 9BH,"LOCHFIELD ROAD PRIMARY CARE CENTRE, 12-28 LOCHFIELD ROAD, DUMFRIES",01387 267626,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18305,2022-08-18,9397,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CHARLOTTE MEDICAL PRACTICE DG2 9BH
THORNHILL MEDICAL PRACTICE,S18339,DG3 5AA,"HEALTH CENTRE, THORNHILL",01848 330208,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18339,2023-01-16,3903,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THORNHILL MEDICAL PRACTICE DG3 5AA
UPPER NITHSDALE GROUP PRACTICE,S18630,DG4 6BT,"HEALTH CENTRE, STATION ROAD, SANQUHAR",01659 50221,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18630,2024-05-22,4541,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,UPPER NITHSDALE GROUP PRACTICE DG4 6BT
DALBEATTIE MEDICAL PRACTICE,S18240,DG5 4AZ,"CRAIGNAIR HEALTH CENTRE, PORT ROAD, DALBEATTIE",01556 610331,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18240,2022-10-10,5013,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DALBEATTIE MEDICAL PRACTICE DG5 4AZ
SOLWAY MEDICAL GROUP,S18199,DG6 4BJ,"HEALTH CENTRE, ST MARYS PLACE, KIRKCUDBRIGHT",01557 330755,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18199,2023-01-16,6438,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SOLWAY MEDICAL GROUP DG6 4BJ
CASTLE DOUGLAS MEDICAL GROUP,S18184,DG7 3EE,"GARDEN HILL PRIMARY CARE CENTRE, 2 GARDEN HILL ROAD, CASTLE DOUGLAS",01556 505900,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18184,2022-08-18,6756,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CASTLE DOUGLAS MEDICAL GROUP DG7 3EE
"DRS OLIVER, GREELEY &INNES",S18216,DG7 3EE,"GARDEN HILL PRIMARY CARE CENTRE, 2 GARDEN HILL ROAD, CASTLE DOUGLAS",01556 502050,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18216,2023-01-16,3945,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,"DRS OLIVER, GREELEY &INNES DG7 3EE"
GLENKENS MEDICAL PRACTICE,S18235,DG7 3RN,"HIGH STREET, NEW GALLOWAY, CASTLE DOUGLAS",01644 420234,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18235,2023-01-16,1809,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,GLENKENS MEDICAL PRACTICE DG7 3RN
GLENLUCE SURGERY,S18589,DG8 0PU,"FOUR WINDS, MAIN STREET, NEWTON STEWART",01581 300315,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18589,2023-01-16,2296,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,GLENLUCE SURGERY DG8 0PU
CAIRNSMORE MEDICAL PRACTICE,S18151,DG8 6NR,"HEALTH CENTRE, CREEBRIDGE, NEWTON STEWART",01671 403609,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18151,2022-08-18,3996,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CAIRNSMORE MEDICAL PRACTICE DG8 6NR
GALLOWAY HILLS MEDICAL PRACTICE,S18625,DG8 6NR,"NEWTON STEWART HEALTH CENTRE, CREEBRIDGE, NEWTON STEWART",01671 402168,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18625,2022-11-18,4427,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,GALLOWAY HILLS MEDICAL PRACTICE DG8 6NR
OOHSTR,S19149,DG9 7DQ,"GALLOWAY COMMUNITY HOSPITAL, WAVERELY MEDICAL CENTRE, STRANRAER",01387 244284,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S19149,2023-05-16,,,,,OOHSTR DG9 7DQ
LOCH REE PRACTICE,S18095,DG9 7DW,"WAVERLEY MEDICAL CENTRE, DALRYMPLE STREET, STRANRAER",01776 743932,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18095,2022-08-24,4421,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LOCH REE PRACTICE DG9 7DW
LOCHINCH PRACTICE,S18057,DG9 7DW,"WAVERLEY MEDICAL CENTRE, DALRYMPLE STREET, STRANRAER",01776 743935,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18057,2022-08-24,3118,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LOCHINCH PRACTICE DG9 7DW
LOCHNAW PRACTICE,S18593,DG9 7DW,"WAVERLEY MEDICAL CENTRE, DALRYMPLE STREET, STRANRAER",01776 743930,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18593,2022-08-24,4371,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LOCHNAW PRACTICE DG9 7DW
SANDHEAD SURGERY,S18574,DG9 9DP,"PIGGERY ROAD, SANDHEAD, STRANRAER",01776 830262,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18574,2023-01-16,2625,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SANDHEAD SURGERY DG9 9DP
MULL OF GALLOWAY PRACTICE,S18112,DG9 9QQ,"DRUMMORE, STRANRAER",01776 840205,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S18112,2023-01-16,731,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MULL OF GALLOWAY PRACTICE DG9 9QQ
EDINBURGH ACCESS PRACTICE,S70963,EH1 1TQ,"THE ACCESS PLACE, 6 SOUTH GRAYS CLOSE, EDINBURGH",01315 295015,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70963,2022-11-18,981,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,EDINBURGH ACCESS PRACTICE EH1 1TQ
PAN LOTHIAN NURSE AND HOSPICES,S71383,EH1 3EG,"NHS LOTHIAN, 2ND FLOOR, EDINBURGH",01314 464231,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71383,2022-11-18,,,,,PAN LOTHIAN NURSE AND HOSPICES EH1 3EG
BRUNTSFIELD MEDICAL PRACTICE,S70323,EH10 4EY,"11 FORBES ROAD, EDINBURGH",01312 286081,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70323,2022-11-18,12135,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BRUNTSFIELD MEDICAL PRACTICE EH10 4EY
MORNINGSIDE MEDICAL PRACTICE,S70790,EH10 5ER,"2 MORNINGSIDE PLACE, EDINBURGH",01314 528406,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70790,2022-11-18,9452,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MORNINGSIDE MEDICAL PRACTICE EH10 5ER
CHALLENGING BEHAVIOUR GENERAL PRACTICE,S71171,EH10 5HF,"THE ANDREW DUNCAN CLINIC, ROYAL EDINBURGH HOSPITAL, EDINBURGH",01313 738000,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71171,2023-01-17,14,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CHALLENGING BEHAVIOUR GENERAL PRACTICE EH10 5HF
COMMUNITY PHARMACY PRESCRIBING,S79968,EH10 5HF,"PHARMACY OFFICE, MACKINNON HOUSE, EDINBURGH",01315 376679,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S79968,2022-11-18,,,,,COMMUNITY PHARMACY PRESCRIBING EH10 5HF
BRAIDS MEDICAL PRACTICE,S70075,EH10 6QT,"6 CAMUS AVENUE, EDINBURGH",01314 455999,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70075,2022-11-18,10048,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BRAIDS MEDICAL PRACTICE EH10 6QT
SPRINGWELL MEDICAL GROUP,S71082,EH11 2JL,"SPRINGWELL MEDICAL CENTRE, 39 ARDMILLAN TERRACE, EDINBURGH",01313 471860,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71082,2022-08-24,11344,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SPRINGWELL MEDICAL GROUP EH11 2JL
WHINPARK MEDICAL PRACTICE,S70253,EH11 3RA,"WHINPARK MEDICAL CENTRE, 6 SAUGHTON ROAD, EDINBURGH",01314 557999,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70253,2022-11-18,12121,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,WHINPARK MEDICAL PRACTICE EH11 3RA
SIGHTHILL GREEN MEDICAL PRACTICE,S70911,EH11 4AU,"SIGHTHILL HEALTH CENTRE, CALDER ROAD, EDINBURGH",01312 025888,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70911,2022-08-24,10288,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SIGHTHILL GREEN MEDICAL PRACTICE EH11 4AU
SIGHTHILL RED MEDICAL PRACTICE,S70906,EH11 4AU,"SIGHTHILL HEALTH CENTRE, CALDER ROAD, EDINBURGH",01313 226559,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70906,2022-11-18,3588,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SIGHTHILL RED MEDICAL PRACTICE EH11 4AU
SWE LOCALITY CLINIC,S71261,EH11 4AU,"SIGHTHILL HEALTH CENTRE, CALDER ROAD, EDINBURGH",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71261,2022-08-18,,,,,SWE LOCALITY CLINIC EH11 4AU
MURRAYFIELD MEDICAL PRACTICE,S70501,EH12 5QX,"13B RIVERSDALE CRESCENT, EDINBURGH",01313 376151,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70501,2022-11-18,7987,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MURRAYFIELD MEDICAL PRACTICE EH12 5QX
MURRAYFIELD MEDICAL CENTRE,S71025,EH12 5SS,"35 SAUGHTON CRESCENT, EDINBURGH",01313 372166,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71025,2022-11-18,7807,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MURRAYFIELD MEDICAL CENTRE EH12 5SS
LADYWELL MEDICAL CENTRE (WEST),S70220,EH12 7TB,"LADYWELL ROAD, EDINBURGH",01313 343602,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70220,2022-11-18,10355,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LADYWELL MEDICAL CENTRE (WEST) EH12 7TB
LADYWELL MEDICAL CENTRE (EAST),S70361,EH12 7UN,"26 FEATHERHALL AVENUE, EDINBURGH",01313 345000,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70361,2022-11-18,10615,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LADYWELL MEDICAL CENTRE (EAST) EH12 7UN
BARCLAY MEDICAL PRACTICE EAST CRAIGS,S71434,EH12 8XP,"10 BUGHTLIN MARKET, EAST CRAIGS, EDINBURGH",01313 396670,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71434,2022-11-18,13206,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BARCLAY MEDICAL PRACTICE EAST CRAIGS EH12 8XP
COLINTON SURGERY,S70131,EH13 0LB,"296B COLINTON ROAD, EDINBURGH",01314 414555,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70131,2022-11-18,12066,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,COLINTON SURGERY EH13 0LB
REDFORD BARRACKS MEDICAL CENTRE,S70061,EH13 0PP,"EDINBURGH MEDICAL CENTRE, COLINTON ROAD, EDINBURGH",01313 105476,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70061,2022-11-18,,,,,REDFORD BARRACKS MEDICAL CENTRE EH13 0PP
CRAIGLOCKHART MEDICAL GROUP,S70610,EH13 9AF,"ALLERMUIR HEALTH CENTRE, 165 COLINTON MAINS DRIVE, EDINBURGH",01313 122140,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S70610,2022-08-24,9779,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CRAIGLOCKHART MEDICAL GROUP EH13 9AF
FIRRHILL MEDICAL CENTRE,S71097,EH13 9AF,"ALLERMUIR HEALTH CENTRE, 165 COLINTON MAINS DRIVE, EDINBURGH",01314 413119,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S71097,2022-11-18,5709,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,FIRRHILL MEDICAL CENTRE EH13 9AF
