practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,gtd_managed,gtd_site_name,gtd_site_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
The Borchardt Medical Centre,P84010,M20 1EB,"62 Whitchurch Road, Withington, Manchester, Lancashire",53.4345,-2.23705,01614382821,http://www.borchardtmc.nhs.uk/,True,False,,,New Bank Health Centre,1,"Baguley supplemental search, Chorlton supplemental search, New Bank Health Centre, Sale supplemental search, Stretford supplemental search, Wythenshawe supplemental search",6,2.222,,,,,,3.6,172,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Borchardt+Medical+Centre/@53.4343173,-2.2377739,17z/data=!4m8!3m7!1s0x487bb26b2d986279:0x91d74b1022bb2fbd!8m2!3d53.4343173!4d-2.2377739!9m1!1b1!16s%2Fg%2F1tdx_flr?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Borchardt Medical Centre,1.0,10,google-review-texts/P84010-the-borchardt-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-borchardt-medical-centre/P84010
Barlow Medical Centre,P84034,M20 2RN,"828 Wilmslow Road, Didsbury, Manchester, Greater Manchester",53.4132,-2.23142,01614459000,https://www.barlowmed.com,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Stockport central supplemental search, Wythenshawe supplemental search",5,,,,,,,3.7,234,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Barlow+Medical+Centre/@53.4126133,-2.2316753,17z/data=!4m8!3m7!1s0x487bb2f559516b0f:0x20c2e472edf23a33!8m2!3d53.4126133!4d-2.2316753!9m1!1b1!16s%2Fg%2F1v41z_wz?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Barlow Medical Centre,1.0,10,google-review-texts/P84034-barlow-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/barlow-medical-centre/P84034
Withington Medical Practice,P84665,M20 4BA,"Withington Health Centre, 535 Wilmslow Road, Manchester",53.4309,-2.22839,01614342753,https://withingtonmedicalpractice.nhs.uk/,True,False,,,New Bank Health Centre,1,"Baguley supplemental search, Chorlton supplemental search, New Bank Health Centre, Stockport central supplemental search, Wythenshawe supplemental search",5,2.247,,,,,,3.8,56,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Withington+Medical+Practice/@53.4305104,-2.2326302,17z/data=!4m12!1m2!2m1!1sWithington+Medical+Practice+M20+4BA!3m8!1s0x487bb240961ef3d1:0xabc012a66ecc20db!8m2!3d53.4305104!4d-2.2281241!9m1!1b1!15sCiNXaXRoaW5ndG9uIE1lZGljYWwgUHJhY3RpY2UgTTIwIDRCQZIBFGdlbmVyYWxfcHJhY3RpdGlvbmVy4AEA!16s%2Fg%2F1td1czcp?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Withington Medical Practice,1.0,10,google-review-texts/P84665-withington-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/withington-medical-practice/P84665
LADYBARN GROUP PRACTICE,P84017,M20 4SS,"54 Briarfield Road, Withington, Manchester, Greater Manchester",53.4306,-2.21387,01614484500,http://www.ladybarngp.co.uk,True,False,,,New Bank Health Centre,1,"Chorlton supplemental search, New Bank Health Centre, Stockport central supplemental search",3,2.075,,,,,,3.8,368,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ladybarn+Group+Practice/@53.4302629,-2.2187633,17z/data=!4m12!1m2!2m1!1sLADYBARN+GROUP+PRACTICE+M20+4SS!3m8!1s0x487bb24bfa306997:0x18d47692ed4766a8!8m2!3d53.4302629!4d-2.2142572!9m1!1b1!15sCh9MQURZQkFSTiBHUk9VUCBQUkFDVElDRSBNMjAgNFNTWiEiH2xhZHliYXJuIGdyb3VwIHByYWN0aWNlIG0yMCA0c3OSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1tslj88k?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Ladybarn Group Practice,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/ladybarn-group-practice/P84017
Didsbury Medical Centre - Dr Whitaker,P84678,M20 6BA,"645 Wilmslow Road, Didsbury, Manchester, Greater Manchester",53.4204,-2.2318,01614451957,http://www.didsburymedicalcentre.co.uk/,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Stockport central supplemental search, Wythenshawe supplemental search",5,,,,,,,5.0,1,Google Maps direct search,"https://www.google.com/maps/place/Whitaker+Dr+M+J/@53.4202207,-2.2318113,17z/data=!3m1!4b1!4m6!3m5!1s0x487bb25dbd715e4b:0x9d47a266f2605f05!8m2!3d53.4202207!4d-2.2318113!16s%2Fg%2F1vg_cdqg?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Whitaker Dr M J,0.5,,,,,,https://www.nhs.uk/services/gp-surgery/didsbury-medical-centre-dr-whitaker/P84678
Wilbraham Surgery,P84071,M21 0UF,"515 Wilbraham Road, Chorlton Cum Hardy, Manchester, Lancashire",53.4423,-2.2715,01618816120,https://www.wilbrahamsurgery.nhs.uk/,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search",5,,,,,,,4.2,48,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Wilbraham+Surgery/@53.4423786,-2.2711736,17z/data=!4m8!3m7!1s0x487badf057b77983:0x9788f6bea2112ada!8m2!3d53.4423786!4d-2.2711736!9m1!1b1!16s%2Fg%2F1hc0zw9n0?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Wilbraham Surgery,1.0,10,google-review-texts/P84071-wilbraham-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/wilbraham-surgery/P84071
Merseybank Surgery,P84066001,M21 7NN,"36 Mersey Bank Avenue, Manchester",53.4228,-2.263,,,False,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Stretford supplemental search, Wythenshawe supplemental search",5,,,,,,,4.3,14,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Merseybank+Surgery/@53.4228828,-2.2631199,17z/data=!4m8!3m7!1s0x487bad87d3853783:0xdfa9d53f6b030976!8m2!3d53.4228828!4d-2.2631199!9m1!1b1!16s%2Fg%2F1tfzrgf5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Merseybank Surgery,1.0,10,google-review-texts/P84066001-merseybank-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/merseybank-surgery/P84066001
David Medical Centre,P84066,M21 8HA,"274 Barlow Moor Road, Chorlton Cum Hardy, Manchester, Lancashire",53.432,-2.26871,01618812297,,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search, Wythenshawe supplemental search",6,,,,,,,3.4,80,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/David+Medical+Centre/@53.4319609,-2.2687146,17z/data=!4m8!3m7!1s0x487bad8c8d53440f:0x65e795677a82a393!8m2!3d53.4319609!4d-2.2687146!9m1!1b1!16s%2Fg%2F1tgq65tc?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",David Medical Centre,1.0,10,google-review-texts/P84066-david-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/david-medical-centre/P84066
Corkland Road Medical Practice,G3K4Y,M21 8UP,"7-9 Corkland Road, Manchester",53.4418,-2.27386,,,False,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search",5,,,,,,,1.5,91,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Corkland+Road+Medical+Practice/@53.4438447,-2.2795431,17z/data=!4m8!3m7!1s0x487badf1d36b8191:0xc1906dca823c1d6f!8m2!3d53.4438447!4d-2.2795431!9m1!1b1!16s%2Fg%2F1hc39hm9q?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Corkland Road Medical Practice,1.0,10,google-review-texts/G3K4Y-corkland-road-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/corkland-road-medical-practice/G3K4Y
Chorlton Family Practice,P84068,M21 9NJ,"Chorlton Health Centre, 1 Nicolas Road, Chorlton Cum Hardy, Manchester, Greater Manchester",53.4438,-2.2797,01618814545,https://chorltonfamilypractice.nhs.uk/,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search",5,,,,,,,4.0,1039,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Chorlton+Family+Practice/@53.4437714,-2.279586,17z/data=!4m8!3m7!1s0x487bad6b15c7f4c7:0x4987000954ad0091!8m2!3d53.4437714!4d-2.279586!9m1!1b1!16s%2Fg%2F11hlt4rwg6?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Chorlton Family Practice,1.0,10,google-review-texts/P84068-chorlton-family-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/chorlton-family-practice/P84068
Tregenna Group Practice,P84048,M22 0EP,"399 Portway, Woodhouse PK, Wythenshawe, Manchester",53.3707,-2.25651,01614993777,https://tregenna.nhs.uk/,True,False,,,,0,"Baguley supplemental search, Wythenshawe supplemental search",2,,,,,,,3.5,55,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Tregenna+Group+Practice/@53.3707818,-2.2564364,17z/data=!4m8!3m7!1s0x487bad556812eeaf:0x51202b412a354250!8m2!3d53.3707818!4d-2.2564364!9m1!1b1!16s%2Fg%2F1tp26tyx?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Tregenna Group Practice,1.0,10,google-review-texts/P84048-tregenna-group-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/tregenna-group-practice/P84048
Northenden Group Practice,P84012,M22 4DH,"489 Palatine Road, Northenden, Manchester, Greater Manchester",53.4064,-2.26502,01619983206,https://www.northendengp.org,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Wythenshawe supplemental search",4,,,,,,,2.1,152,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Northenden+Group+Practice/@53.4064506,-2.2643218,17z/data=!4m8!3m7!1s0x487bbbf32807e137:0x7384c47efba529e0!8m2!3d53.4064506!4d-2.2643218!9m1!1b1!16s%2Fg%2F1tfjkph1?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Northenden Group Practice,1.0,10,google-review-texts/P84012-northenden-group-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/northenden-group-practice/P84012
Cornishway Group Practice,P84043,M22 5RX,"Forum Health, Simonsway, Wythenshawe, Manchester, Greater Manchester",53.3799,-2.265,01614902293,http://www.cornishwaygp.co.uk/,True,False,,,,0,"Baguley supplemental search, Wythenshawe supplemental search",2,,,,,,,2.1,84,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cornishway+Group+Practice/@53.3793478,-2.264514,17z/data=!4m8!3m7!1s0x487bb42141ace8cd:0xb458f16524b52e19!8m2!3d53.3793478!4d-2.264514!9m1!1b1!16s%2Fg%2F1tdj3rzs?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Cornishway Group Practice,1.0,10,google-review-texts/P84043-cornishway-group-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/cornishway-group-practice/P84043
Peel Hall Medical Centre,P84020,M22 5RX,"Forum Health Simonsway, Wythenshawe, Manchester, Lancashire",53.3799,-2.265,0161 375 1000,https://www.peelhallmedicalpractice.co.uk/,True,False,,,,0,"Baguley supplemental search, Wythenshawe supplemental search",2,,,,,,,3.7,159,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Peel+Hall+Medical+Practice/@53.3794016,-2.2692397,17z/data=!4m12!1m2!2m1!1sPeel+Hall+Medical+Centre+M22+5RX!3m8!1s0x487bad5a75e7118b:0x35194fe07fc63642!8m2!3d53.3794016!4d-2.2647336!9m1!1b1!15sCiBQZWVsIEhhbGwgTWVkaWNhbCBDZW50cmUgTTIyIDVSWJIBBmRvY3RvcuABAA!16s%2Fg%2F11df7rjjh_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Peel Hall Medical Practice,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/peel-hall-medical-centre/P84020
Benchill Medical Practice,P84029,M22 9UH,"Benchill One Stop Medical Centre, 171 Brownley Road, Manchester, Greater Manchester",53.3866,-2.25562,01614939101,http://www.benchillmedicalpractice.nhs.uk,True,False,,,,0,"Baguley supplemental search, Sale supplemental search, Wythenshawe supplemental search",3,,,,,,,2.4,105,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Benchill+Medical+Practice/@53.3875273,-2.2598184,17z/data=!3m1!5s0x487bb2a0ed12f659:0xafb65a3d15cb3afc!4m12!1m2!2m1!1sBenchill+Medical+Practice+M22+9UH!3m8!1s0x487bb2a0b9171aaf:0x9c2dbfbd94b6c867!8m2!3d53.3875273!4d-2.2553123!9m1!1b1!15sCiFCZW5jaGlsbCBNZWRpY2FsIFByYWN0aWNlIE0yMiA5VUhaIyIhYmVuY2hpbGwgbWVkaWNhbCBwcmFjdGljZSBtMjIgOXVokgEGZG9jdG9ymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJhYW1WUU1XUlJFQUXgAQD6AQUIhQEQKw!16s%2Fg%2F1tg9h2zg?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Benchill Medical Practice,1.0,10,google-review-texts/P84029-benchill-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/benchill-medical-practice/P84029
RK Medical Practice,P84014,M22 9UH,"171 Brownley Road, Wythenshawe, Manchester, Lancashire",53.3866,-2.25562,01614130709,https://www.rkmedicalpractice.co.uk,True,False,,,,0,"Baguley supplemental search, Wythenshawe supplemental search",2,,,,,,,3.2,28,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/RK+Medical+Practice/@53.3874194,-2.2555487,17z/data=!3m1!5s0x487bb2a0ed12f659:0xafb65a3d15cb3afc!4m8!3m7!1s0x487bb2a0bec8a687:0x8ac39c922a939924!8m2!3d53.3874194!4d-2.2555487!9m1!1b1!16s%2Fg%2F1hc97xrq9?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",RK Medical Practice,1.0,10,google-review-texts/P84014-rk-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/rk-medical-practice/P84014
Northern Moor Medical Practice,P84651,M23 0PH,"216 Wythenshawe Road, Northern Moor, Manchester, Greater Manchester",53.4081,-2.28509,01619982503,http://www.northernmoor.nhs.uk,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Partington supplemental search, Sale supplemental search, Wythenshawe supplemental search",5,,,,,,,4.1,82,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Northern+Moor+Medical+Practice/@53.4080414,-2.2853743,17z/data=!4m8!3m7!1s0x487bad74cacbeb23:0x3e4710a06c5cfbd2!8m2!3d53.4080414!4d-2.2853743!9m1!1b1!16s%2Fg%2F1vxz94tk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Northern Moor Medical Practice,1.0,10,google-review-texts/P84651-northern-moor-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/northern-moor-medical-practice/P84651
Bowland Medical Practice,P84024,M23 1JX,"52 Bowland Road, Baguley, Manchester, Lancashire",53.3931,-2.28525,01619982014,,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Sale supplemental search, Wythenshawe supplemental search",4,,,,,,,3.6,82,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Bowland+Medical+Practice/@53.3932847,-2.2873297,17z/data=!4m8!3m7!1s0x487bad14df75ce71:0xe18c6b04f2319a9d!8m2!3d53.3932847!4d-2.2873297!9m1!1b1!16s%2Fg%2F1vd75gg5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Bowland Medical Practice,1.0,10,google-review-texts/P84024-bowland-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/bowland-medical-practice/P84024
THE MAPLES MEDICAL CENTRE,P84021,M23 2SY,"2 Scout Drive, Newall Green, Manchester, Greater Manchester",53.3848,-2.2867,01614988484,https://themaplesmc.co.uk,True,False,,,,0,"Baguley supplemental search, Sale supplemental search, Wythenshawe supplemental search",3,,,,,,,3.0,62,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Maples+Medical+Centre/@53.3848704,-2.2867472,17z/data=!4m8!3m7!1s0x487bad392c9dca63:0x269700e702a6296a!8m2!3d53.3848704!4d-2.2867472!9m1!1b1!16s%2Fg%2F12hvy80z4?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Maples Medical Centre,1.0,10,google-review-texts/P84021-the-maples-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-maples-medical-centre/P84021
The Park Medical Centre,P84045,M23 9AB,"434 Altrincham Road, Wythenshawe, Manchester, Lancashire",53.401,-2.28806,01619985538,https://www.parkmedicalcentrewythenshawe.nhs.uk,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Partington supplemental search, Sale supplemental search, Wythenshawe supplemental search",5,,,,,,,4.2,281,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Park+Medical+Centre/@53.4009794,-2.2881371,17z/data=!4m8!3m7!1s0x487bad127c1bf265:0x3e6f754e0ac01c03!8m2!3d53.4009794!4d-2.2881371!9m1!1b1!16s%2Fg%2F1tdkls72?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Park Medical Centre,1.0,10,google-review-texts/P84045-the-park-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-park-medical-centre/P84045
Brooklands Medical Practice,P84061,M23 9JH,"594 Altrincham Road, Wythenshawe, Manchester, Greater Manchester",53.4011,-2.30383,0161 998 3818,http://www.brooklandsmedicalpractice.co.uk,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Partington supplemental search, Sale supplemental search, Wythenshawe supplemental search",5,,,,,,,3.4,80,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Brooklands+Medical+Practice/@53.4010034,-2.3042827,17z/data=!4m8!3m7!1s0x487bad0355075f55:0x4105fa89dd18d070!8m2!3d53.4010034!4d-2.3042827!9m1!1b1!16s%2Fg%2F1td1t_6p?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Brooklands Medical Practice,1.0,10,google-review-texts/P84061-brooklands-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/brooklands-medical-practice/P84061
Woodlands Medical Practice,P84672,M23 9RL,"9 Maple Road, Brooklands, Manchester, Greater Manchester",53.4066,-2.31212,01619621332,http://thewoodlandsmedicalpractice.nhs.uk,True,False,,,,0,"Baguley supplemental search, Chorlton supplemental search, Partington supplemental search, Sale supplemental search, Wythenshawe supplemental search",5,,,,,,,3.3,50,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Woodlands+Medical+Practice/@53.4068386,-2.3114552,17z/data=!4m8!3m7!1s0x487bacfe02deb389:0xf04b1f6cf101e06a!8m2!3d53.4068386!4d-2.3114552!9m1!1b1!16s%2Fg%2F1tfl9621?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Woodlands Medical Practice,1.0,10,google-review-texts/P84672-woodlands-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/woodlands-medical-practice/P84672
Alkrington Junction Practice,P86010001,M24 1PQ,"Alkrington Health Centre, Hardfield Road, Middleton, Manchester, Greater Manchester",53.5361,-2.19224,01613839975,https://www.junctionsurgery.nhs.uk/,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,0.958,,,,,,2.0,53,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Alkrington+Health+Centre/@53.5365959,-2.194046,17z/data=!4m8!3m7!1s0x487bb098ed96b05b:0x474eb42d473d00f4!8m2!3d53.5365959!4d-2.194046!9m1!1b1!16s%2Fg%2F1hf_vkyr4?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Alkrington Health Centre,0.5,10,google-review-texts/P86010001-alkrington-junction-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/alkrington-junction-practice/P86010001
The Junction Surgery,P86010,M24 2AU,"346 Grimshaw Lane, Middleton, Middleton Junction, Manchester, Lancashire",53.5419,-2.1749,01613839975,http://www.junctionsurgery.nhs.uk/,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search, Simpson Medical Practice",4,1.422,,,,,,2.5,70,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Junction+Surgery/@53.5416485,-2.1742585,17z/data=!4m8!3m7!1s0x487bb0a84e2138bf:0x9e055cc7fe8e08fa!8m2!3d53.5416485!4d-2.1742585!9m1!1b1!16s%2Fg%2F1tl7n82k?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Junction Surgery,1.0,10,google-review-texts/P86010-the-junction-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/the-junction-surgery/P86010
ROCHDALE ROAD MEDICAL CENTRE,P86015,M24 2PU,"48A Rochdale Road, Middleton, Manchester, Greater Manchester",53.5567,-2.19569,01616439131,http://www.rochdaleroadmedicalcentre.co.uk,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search, Simpson Medical Practice, Whitefield supplemental search",5,2.384,,,,,,4.0,117,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Rochdale+Road+Medical+Centre/@53.5563726,-2.1959022,17z/data=!4m8!3m7!1s0x487bba6da52c91a9:0x1b8c39aa0d752339!8m2!3d53.5563726!4d-2.1959022!9m1!1b1!16s%2Fg%2F1tfqfbp9?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Rochdale Road Medical Centre,1.0,10,google-review-texts/P86015-rochdale-road-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/rochdale-road-medical-centre/P86015
The Hive Health Centre,Y00726,M24 2YJ,"Clough Street, Middleton, Manchester, Greater Manchester",53.5568,-2.18766,01616544103,https://www.thehivehealthcentre.co.uk/,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search, Simpson Medical Practice",4,2.363,,,,,,3.3,44,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Hive+Health+Centre/@53.5568375,-2.1876405,17z/data=!4m8!3m7!1s0x487bbb95000e7f69:0xd2a333b8b971c162!8m2!3d53.5568375!4d-2.1876405!9m1!1b1!16s%2Fg%2F11gjs8tmq3?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Hive Health Centre,1.0,10,google-review-texts/Y00726-the-hive-health-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-hive-health-centre/Y00726
Peterloo Medical Centre,P86004,M24 4DZ,"133 Manchester Old Road, Middleton, Manchester, Lancashire",53.5468,-2.20615,01616435005,https://www.peterloomc.co.uk/,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Prestwich supplemental search, Rochdale central supplemental search, Simpson Medical Practice, Whitefield supplemental search",6,1.85,,,,,,3.7,227,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Peterloo+Medical+Centre/@53.5472204,-2.2050862,17z/data=!4m8!3m7!1s0x487bba79e7f72c31:0x4e19bff34000a77!8m2!3d53.5472204!4d-2.2050862!9m1!1b1!16s%2Fg%2F1tlnc_c5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Peterloo Medical Centre,1.0,10,google-review-texts/P86004-peterloo-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/peterloo-medical-centre/P86004
Middleton Health Centre,Y02795,M24 4EL,"The Health Centre Unit F1, Middleton Shopping Centre, Middleton, Manchester, Greater Manchester",53.5486,-2.20178,01612713010,http://www.middletonhealthcentre.org.uk,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search, Simpson Medical Practice, Whitefield supplemental search",5,1.898,,,,,,3.6,152,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Middleton+Health+Centre/@53.5480012,-2.2062279,17z/data=!3m1!5s0x487bba77299c0f1f:0x7edf0a3a0825ae20!4m12!1m2!2m1!1sMiddleton+Health+Centre+M24+4EL!3m8!1s0x487bba76d7b4162d:0x52a57779bee16205!8m2!3d53.5480012!4d-2.2017218!9m1!1b1!15sCh9NaWRkbGV0b24gSGVhbHRoIENlbnRyZSBNMjQgNEVMWiEiH21pZGRsZXRvbiBoZWFsdGggY2VudHJlIG0yNCA0ZWySARRnZW5lcmFsX3ByYWN0aXRpb25lcuABAA!16s%2Fg%2F1hc2gyq2j?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Middleton Health Centre,1.0,10,google-review-texts/Y02795-middleton-health-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/middleton-health-centre/Y02795
Family Practice,P86606,M24 4EN,"133 Bowness Road, Middleton, Langley, Manchester, Lancashire",53.5546,-2.21757,01616434459,https://thestrandandfamilypractice.co.uk,True,False,,,"Charlestown Medical Practice, Simpson Medical Practice",2,"Charlestown Medical Practice, Prestwich supplemental search, Rochdale central supplemental search, Simpson Medical Practice, Whitefield supplemental search",5,2.545,The Strand Medical Centre/Family Practice,nhs_website_domain_shared,medium,thestrandandfamilypractice.co.uk,2,3.5,15,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Family+Practice/@53.5543474,-2.2174558,17z/data=!4m8!3m7!1s0x487bba62c68c9d57:0x8809dd27ad7c4f30!8m2!3d53.5543474!4d-2.2174558!9m1!1b1!16s%2Fg%2F1yh9v051h?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Family Practice,1.0,10,google-review-texts/P86606-family-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/family-practice/P86606
